Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
Bride Wars,(2009),"Comedy,Romance","Twelve years after the tragic death of their little girl, a doll-maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they become the target of the doll-maker's possessed creation, Annabelle.","https://m.media-amazon.com/images/M/MV5BMjA1MzIwMjMxNF5BMl5BanBnXkFtZTgwMDQ3NTc2MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",5140878,https://www.imdb.com/title/tt5140878/,133 min,R,"20,911",6.0
Friday on My Mind,(1992– ),Drama,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0107207,https://www.imdb.com/title/tt0107207/,43 min,NA,"7,555",8.2
The House Bunny,(2008),Comedy,"Trapped on an Ancient spaceship billions of light-years from home, a group of soldiers and civilians struggle to survive and find their way back to Earth.","https://m.media-amazon.com/images/M/MV5BOTEzNTY5NDY5M15BMl5BanBnXkFtZTcwMTY4MDQ3Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",1286039,https://www.imdb.com/title/tt1286039/,81 min,UA,"62,657",5.9
Sister Act 2: Back in the Habit,(1993),"Comedy,Family,Music","In an abandoned house in Poughkeepsie, New York murder investigators uncover hundreds of tapes showing decades of a serial killer's work.","https://m.media-amazon.com/images/M/MV5BMTI0MjgzNzMyOF5BMl5BanBnXkFtZTcwMDM0MzU1MQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",1010271,https://www.imdb.com/title/tt1010271/,60 min,NA,"8,247",8.3
Annabelle: Creation,(2017),"Horror,Mystery,Thriller",The adventures of a mobster-turned-movie producer in Hollywood. TV show based on Elmore Leonard's novel and subsequent film.,"https://m.media-amazon.com/images/M/MV5BMTExMTM2MTg3OTZeQTJeQWpwZ15BbWU4MDg0ODIxODIy._V1_UX67_CR0,0,67,98_AL_.jpg",5761496,https://www.imdb.com/title/tt5761496/,124 min,NA,"13,112",7.4
In the Name of the Father,(1993),"Biography,Crime,Drama","A climber must rescue his sister on top of K2, one of the world's biggest mountains.","https://m.media-amazon.com/images/M/MV5BMTIzODIxNjY4NF5BMl5BanBnXkFtZTYwMjE2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg",0190865,https://www.imdb.com/title/tt0190865/,207 min,U,"337,733",6.9
SG.U Stargate Universe,(2009–2011),"Drama,Sci-Fi",A female police detective investigates a series of serial murders while dealing with sexist hostility from her male comrades.,"https://m.media-amazon.com/images/M/MV5BMTIzNDI3NzAxM15BMl5BanBnXkFtZTcwNzM0NzQyMQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",0098898,https://www.imdb.com/title/tt0098898/,342 min,A,"68,743",7.1
The Poughkeepsie Tapes,(2007),"Horror,Mystery,Thriller","As a Palestinian assassin is targeting prominent Israelis, a young English actress is recruited by Mossad to infiltrate the assassin's terrorist cell, requiring all of her acting talents but also putting her at considerable risk.","https://m.media-amazon.com/images/M/MV5BMjQ3NDk4NTc1M15BMl5BanBnXkFtZTgwMjIyOTk0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",7598448,https://www.imdb.com/title/tt7598448/,131 min,A,"768,756",8.1
Get Shorty,(2017–2019),"Comedy,Crime",A historian races to find the legendary Templar Treasure before a team of mercenaries.,"https://m.media-amazon.com/images/M/MV5BMTY3NTc4OTYxMF5BMl5BanBnXkFtZTcwMjk5NzUyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",0368891,https://www.imdb.com/title/tt0368891/,151 min,UA,"134,779",6.5
Vertical Limit,(2000),"Action,Adventure,Drama",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.,"https://m.media-amazon.com/images/M/MV5BMmJjNzk0ODMtMzllOC00MjIwLWFhZjEtOTFjMmY3ZDU4MDRlXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY98_CR1,0,67,98_AL_.jpg",4995790,https://www.imdb.com/title/tt4995790/,137 min,NA,"43,401",8.2
Prime Suspect,(1991–2006),"Crime,Drama,Mystery","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","https://m.media-amazon.com/images/M/MV5BYzc5MTU4N2EtYTkyMi00NjdhLTg3NWEtMTY4OTEyMzJhZTAzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",3315342,https://www.imdb.com/title/tt3315342/,117 min,A,"24,881",6.5
The Little Drummer Girl,(2018),"Drama,Thriller","After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.","https://m.media-amazon.com/images/M/MV5BNzc2ODI5NjAyMl5BMl5BanBnXkFtZTgwMzIyOTE4MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",1086772,https://www.imdb.com/title/tt1086772/,45 min,A,"57,305",5.3
National Treasure,(2004),"Action,Adventure,Mystery","A royal woman living in rural Russia during the 18th century is forced to choose between her own personal happiness and the future of Russia, when she marries an Emperor.","https://m.media-amazon.com/images/M/MV5BYzVmOGNlOTctZGFhZi00MTczLTg1MTEtYTg3ZTNkNjQ2YjRlXkEyXkFqcGdeQXVyNjYxNjc0OTc@._V1_UX67_CR0,0,67,98_AL_.jpg",2235759,https://www.imdb.com/title/tt2235759/,60 min,15+,"152,194",8.5
The Square,(2017),"Comedy,Drama",The Midnight Club follows an octet of terminally-ill teenage patients at Brightcliffe Hospice as they gather at midnight to share scary stories.,"https://m.media-amazon.com/images/M/MV5BNTc5OGU1YjItZmVhZi00NmE3LTk0ZWEtZDE1OGJjMTMzNDY2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX67_CR0,0,67,98_AL_.jpg",13444912,https://www.imdb.com/title/tt13444912/,105 min,NA,"6,176",5.3
Logan,(2017),"Action,Drama,Sci-Fi",A young woman falls for a guy with a dark secret and the two embark on a rocky relationship. Based on the novel by Anna Todd.,"https://m.media-amazon.com/images/M/MV5BOGUwMjk3YzktNDI0Yy00MzFiLWFjNmEtYTA2ODVjMzNhODhjXkEyXkFqcGdeQXVyOTQ1MDI4MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",4126476,https://www.imdb.com/title/tt4126476/,28 min,NA,"5,344",7.2
Blended,(2014),"Comedy,Romance","Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.","https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_UY98_CR1,0,67,98_AL_.jpg",2575988,https://www.imdb.com/title/tt2575988/,107 min,NA,"23,920",7.3
The Great,(2020– ),"Biography,Comedy,Drama","On the Montana plains, a frontier woman must protect herself against a ruthless gang of outlaws hell-bent on revenge.","https://m.media-amazon.com/images/M/MV5BMmRhMmI4NmMtYTk1MC00ZWMzLWJjYzMtZGQ4YzAxZWRjYmQ1XkEyXkFqcGdeQXVyMzUzMDQxMzI@._V1_UX67_CR0,0,67,98_AL_.jpg",14043966,https://www.imdb.com/title/tt14043966/,22 min,A,"16,713",7.6
The Midnight Club,(2022),"Drama,Horror,Mystery","A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.","https://m.media-amazon.com/images/M/MV5BNzYwNmQwZGItNzdmNy00Y2ZkLWIxYzUtNDY3ZGIyYzY2M2MzXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",3487356,https://www.imdb.com/title/tt3487356/,30 min,UA,"248,972",5.0
After,(I) (2019),"Drama,Romance","Set in the 19th century, it explores the constraints of society, gender and family from the perspective of rebellious young poet, Emily Dickinson.","https://m.media-amazon.com/images/M/MV5BMTczZjc1NzctNmNlNy00ZWJkLThjOTUtNDkyMWMyNGYzYTgwXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_UX67_CR0,0,67,98_AL_.jpg",8518136,https://www.imdb.com/title/tt8518136/,124 min,A,"241,378",7.3
Silicon Valley,(2014–2019),Comedy,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.","https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1325004,https://www.imdb.com/title/tt1325004/,118 min,UA,"545,475",7.1
Terror on the Prairie,(2022),"Drama,Thriller,Western",A lawyer defending a wealthy man begins to believe his client is guilty of more than just one crime.,"https://m.media-amazon.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1189340,https://www.imdb.com/title/tt1189340/,115 min,18,"3,387",6.4
Black-ish,(2014–2022),Comedy,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.","https://m.media-amazon.com/images/M/MV5BNmE1OWI2ZGItMDUyOS00MmU5LWE0MzUtYTQ0YzA1YTE5MGYxXkEyXkFqcGdeQXVyMDM5ODIyNw@@._V1_UY98_CR2,0,67,98_AL_.jpg",0343818,https://www.imdb.com/title/tt0343818/,88 min,NA,"1,389",6.7
Dickinson,(2019–2021),"Biography,Comedy,Drama",Bull mysteriously returns home after a 10 year absence to seek revenge on those who double crossed him all those years ago.,"https://m.media-amazon.com/images/M/MV5BYTA4YjM5YTEtZmIwMy00OWQyLWJmZTUtN2M3OTc5Y2RiNWFkXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",13266998,https://www.imdb.com/title/tt13266998/,44 min,UA,"149,094",5.9
The Twilight Saga: Eclipse,(2010),"Action,Adventure,Drama",The arrival of DC Leila Hussain sets tongues wagging - what brings this big city girl to a sleepy Northern Irish seaside town?,"https://m.media-amazon.com/images/M/MV5BNTNhNDcyY2MtNjA2Yi00YmI0LWFkM2MtZmJjNzhkNTZmMjgyXkEyXkFqcGdeQXVyMTMyMDM0ODk3._V1_UY98_CR1,0,67,98_AL_.jpg",14354984,https://www.imdb.com/title/tt14354984/,115 min,U,"88,905",6.3
The Lincoln Lawyer,(2011),"Crime,Drama,Mystery","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.","https://m.media-amazon.com/images/M/MV5BMTM4NDQ3NDQ3Nl5BMl5BanBnXkFtZTcwMjE4NjY0MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0762107,https://www.imdb.com/title/tt0762107/,100 min,PG-13,"35,336",5.9
"I, Robot",(2004),"Action,Mystery,Sci-Fi","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","https://m.media-amazon.com/images/M/MV5BZjA2NmY1OTQtMjE4Mi00NGRkLWFmODUtM2Q3ZTRlYjZhNWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0405325,https://www.imdb.com/title/tt0405325/,86 min,NA,"1,035",6.7
Bull,(2021),"Crime,Thriller","When ""The Man"" tries to derail a black candidate's presidential campaign, Undercover Brother and his fellow secret agents come to the rescue.","https://m.media-amazon.com/images/M/MV5BMTBjODAzZDItZGY5My00YWMyLWE5NDItZGUyNTI2MWZkYTUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0279493,https://www.imdb.com/title/tt0279493/,83 min,UA 16+,"4,374",7.0
Hope Street,(2021– ),"Crime,Drama",An interior designer brings new life to the house of a widower and his daughter and finds love in the process.,"https://m.media-amazon.com/images/M/MV5BYmExNGQxMjctNGM0MS00YTJmLWI4NjAtYTIzNDliY2M0OGY2XkEyXkFqcGdeQXVyMjgzMzAzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",11439618,https://www.imdb.com/title/tt11439618/,141 min,R,"10,754",6.6
I Now Pronounce You Chuck & Larry,(2007),"Comedy,Romance","When Lori Vallow's kids vanished, the search for them unearthed a trail of suspicious deaths, a new husband who shared her doomsday views - and murder.","https://m.media-amazon.com/images/M/MV5BY2NiYWRlZTAtZjgwZS00OTgyLWFlNzktNzk4ZmJiYzBiMmVhXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_UX67_CR0,0,67,98_AL_.jpg",21867596,https://www.imdb.com/title/tt21867596/,101 min,U,"49,304",6.7
Sky High,(2005),"Action,Comedy,Family",A young female intern at a small magazine company and a drug-addicted lesbian photographer slowly fall in love while exploiting each other to advance their respective careers.,"https://m.media-amazon.com/images/M/MV5BMGY4NTRmN2ItMDFkMS00YjY4LWFlZWEtZGFkYjRjODE2OTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg",0139362,https://www.imdb.com/title/tt0139362/,88 min,7,"3,959",6.8
Out of Sight,(1998),"Comedy,Crime,Drama",Pirate Captain sets out on a mission to defeat his rivals Black Bellamy and Cutlass Liz for the Pirate of the year Award. The quest takes Captain and his crew from the shores of Blood Island to the foggy streets of Victorian London.,"https://m.media-amazon.com/images/M/MV5BNDhkOGZkZWMtNGI4Mi00ZWI3LTgyYTgtMDU4ZDI3NTNjMWFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX67_CR0,0,67,98_AL_.jpg",1430626,https://www.imdb.com/title/tt1430626/,90 min,18,"14,243",6.0
Hearts of Winter,(2020 TV Movie),"Drama,Romance","After the time of the Mane 6, Sunny--a young Earth Pony--and her new Unicorn friend Izzy explore their world and strive to restore Harmony to Equestria.","https://m.media-amazon.com/images/M/MV5BOTY4ZmZjY2YtODg4ZS00YjlkLWJhOWMtMDU4Y2YyYjMwMDEzXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UX67_CR0,0,67,98_AL_.jpg",10101702,https://www.imdb.com/title/tt10101702/,60 min,UA,"33,134",5.8
Sins of Our Mother,(2022),"Documentary,Crime,Mystery",Dr. Luther Swann enters a world of horror when a virus is released from ice melting due to climate change.,"https://m.media-amazon.com/images/M/MV5BY2JiYzNhZWMtZmE4My00NzhmLWEzZjAtMDIwODkzOWY3NWQ5XkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_UX67_CR0,0,67,98_AL_.jpg",7403736,https://www.imdb.com/title/tt7403736/,97 min,UA,"39,858",6.3
High Art,(1998),"Drama,Romance",Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,"https://m.media-amazon.com/images/M/MV5BNDMxNTQ0NjIwOV5BMl5BanBnXkFtZTgwODE5NjA5MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",5719700,https://www.imdb.com/title/tt5719700/,96 min,A,"55,448",5.4
The Pirates! In an Adventure with Scientists!,(2012),"Animation,Adventure,Comedy",A teenager who's spent her whole life confined to her home falls for the boy next door.,"https://m.media-amazon.com/images/M/MV5BMjAzMTE1NzQxNF5BMl5BanBnXkFtZTgwNjcwODY3MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",5001718,https://www.imdb.com/title/tt5001718/,104 min,NA,442,7.0
My Little Pony: A New Generation,(2021),"Animation,Adventure,Comedy","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.","https://m.media-amazon.com/images/M/MV5BM2E1YzA0NTItNTNjYS00OGUxLTg4ZWUtYmYyNDQwMGViZjJmXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",1686821,https://www.imdb.com/title/tt1686821/,30 min,7,"17,920",5.6
V-Wars,(2019),"Drama,Horror,Sci-Fi","To save her small law firm, earnest lawyer Susan takes a high-paying case from Nick, a charming new client who wants to sue a dating website that guarantees love. But as the case heats up, so do Susan and Nick's feelings for each other.","https://m.media-amazon.com/images/M/MV5BNDE1MmE4MTktNzU0OS00YjdmLWEyNzYtY2JhNWE4ZWVlYmY5XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_UY98_CR1,0,67,98_AL_.jpg",11100856,https://www.imdb.com/title/tt11100856/,90 min,R,"24,665",7.6
Home Again,(2017),"Comedy,Drama,Romance","Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.","https://m.media-amazon.com/images/M/MV5BYTM4OTllMzYtZmQ0YS00MDU3LTliZDktNjMzYmQ4ZjRjMmFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0115640,https://www.imdb.com/title/tt0115640/,90 min,NA,"2,320",6.4
"Everything, Everything",(2017),"Drama,Romance","Ultra-violent, epic fantasy set in a land of magic follows heroes from different eras and cultures battling against a malevolent force.","https://m.media-amazon.com/images/M/MV5BZTA2MGI3MGYtMDJkZi00MDRmLTlhOTEtYjgyNTg0YzEwNmM2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",3885422,https://www.imdb.com/title/tt3885422/,93 min,NA,"5,311",7.6
Vampire Academy,(2014),"Action,Comedy,Drama","Centers on Hollywood's first wunderkind studio executive in the 1930s, Monroe Stahr, and the power struggle between him and his mentor and current head of the studio Pat Brady.","https://m.media-amazon.com/images/M/MV5BZDVhOTczYzgtNGI2OS00ZTc5LWI5YTUtOTk3OTUzZDA1ODUwXkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_UX67_CR0,0,67,98_AL_.jpg",3390892,https://www.imdb.com/title/tt3390892/,61 min,NA,"1,886",5.9
Love Guaranteed,(2020),"Comedy,Romance",A famous pianist struggling with stage fright late in his career finds inspiration with a free-spirited music critic.,"https://m.media-amazon.com/images/M/MV5BNGQwMWNlYjItYmFmZi00YzZmLTlkMjEtMzFjMzBjMDZiYzY4XkEyXkFqcGdeQXVyNDQ3MjUyMTk@._V1_UY98_CR0,0,67,98_AL_.jpg",7090140,https://www.imdb.com/title/tt7090140/,96 min,NA,"11,774",6.8
Beautiful Thing,(1996),"Comedy,Drama,Romance","A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.","https://m.media-amazon.com/images/M/MV5BMTk2NzUzNTgyNl5BMl5BanBnXkFtZTgwNjkzODM2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",4158876,https://www.imdb.com/title/tt4158876/,97 min,NA,"24,871",5.9
The Spine of Night,(2021),"Animation,Action,Adventure",A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,"https://m.media-amazon.com/images/M/MV5BMTQ2MzUwODQzMF5BMl5BanBnXkFtZTgwMTA5MDM0ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",4181052,https://www.imdb.com/title/tt4181052/,101 min,NA,"1,722",5.2
The Last Tycoon,(2016–2017),Drama,"A story centered on a directionless 16-year-old living in Marfa, Texas and his relationships with his girlfriend, his neighbor, his teacher, a newly arrived local artist, and a local Border Patrol officer.","https://m.media-amazon.com/images/M/MV5BMjIzMTEzNzgwOF5BMl5BanBnXkFtZTgwNDU5ODE4MzE@._V1_UY98_CR4,0,67,98_AL_.jpg",2168854,https://www.imdb.com/title/tt2168854/,105 min,NA,"7,154",6.0
Coda,(I) (2019),"Drama,Music","Another successful ""exorcism"" streamed online - or so it seems. Can the ""exorcist"", producer and their team bring the ratings up? Ratings skyrocket, when a real demon gets involved.","https://m.media-amazon.com/images/M/MV5BYTBmODVhM2EtMjI3Zi00N2NlLTg3ZWQtNDE5OWFkYmRlZTM1XkEyXkFqcGdeQXVyMzI3NzE2NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",8009906,https://www.imdb.com/title/tt8009906/,94 min,NA,"1,907",6.3
Other People,(I) (2016),"Comedy,Drama","Follows a young hero born half chicken and half hare. Eager to fit in and feel loved in spite of his differences, he is obsessed by adventuring in spite of his clumsiness.","https://m.media-amazon.com/images/M/MV5BOTE1MmZiZDQtYjA3Yy00OWQwLWIzY2ItMDVkNTIxNzUxNTljXkEyXkFqcGdeQXVyMTEwNTM4MDcx._V1_UY98_CR2,0,67,98_AL_.jpg",12532368,https://www.imdb.com/title/tt12532368/,91 min,R,"60,219",6.9
Special Correspondents,(2016),Comedy,"Welcome to one of America's last frontiers: the wild swamplands of Southern Louisiana, a place whose history stretches back to the 17th century. It's the start of the most exciting-and ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BODgyMmE0NTctZjU5MS00MzY0LTg1M2UtNDU4OTFjMzRjNWExXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UX67_CR0,0,67,98_AL_.jpg",1747551,https://www.imdb.com/title/tt1747551/,43 min,A,"189,591",6.5
Marfa Girl,(2012),Drama,A struggling mother of three forms an unexpected bond with the night nanny hired to help with her newborn baby.,"https://m.media-amazon.com/images/M/MV5BMTU0OTM4NTMyMF5BMl5BanBnXkFtZTgwNDA5MzUwNTM@._V1_UX67_CR0,0,67,98_AL_.jpg",5610554,https://www.imdb.com/title/tt5610554/,95 min,UA,"225,485",6.7
The Cleansing Hour,(2019),"Drama,Fantasy,Horror","A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him.","https://m.media-amazon.com/images/M/MV5BNzk5ZmQxMWYtM2QyNi00MTY3LTlmNjItYjUwODY3Y2YwOTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0244244,https://www.imdb.com/title/tt0244244/,99 min,UA,"171,821",6.2
Hopper et le hamster des ténèbres,(2022),"Animation,Adventure,Comedy","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.","https://m.media-amazon.com/images/M/MV5BMjI5ODkyMjA2Nl5BMl5BanBnXkFtZTcwNTcyNTgzNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1599348,https://www.imdb.com/title/tt1599348/,115 min,Not Rated,"87,832",7.7
Swamp People,(2010– ),"Action,Reality-TV","After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders.","https://m.media-amazon.com/images/M/MV5BMTA0Nzg5NjQ0MDBeQTJeQWpwZ15BbWU3MDE4Mzg5NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",0293564,https://www.imdb.com/title/tt0293564/,91 min,PG,"67,074",6.4
Swordfish,(2001),"Action,Crime,Thriller","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",2013293,https://www.imdb.com/title/tt2013293/,126 min,UA,"346,699",6.5
Safe House,(2012),"Action,Thriller","For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker.","https://m.media-amazon.com/images/M/MV5BMTU3MDE4MDU1Nl5BMl5BanBnXkFtZTcwNDM2NDI5MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0970411,https://www.imdb.com/title/tt0970411/,90 min,A,"62,056",6.5
Rush Hour 3,(2007),"Action,Comedy,Crime",High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.,"https://m.media-amazon.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1231583,https://www.imdb.com/title/tt1231583/,95 min,R,"129,212",5.7
Kaze tachinu,(2013),"Animation,Biography,Drama",A Florida police chief must solve a vicious double homicide before he himself falls under suspicion.,"https://m.media-amazon.com/images/M/MV5BMjAxMTMzNTI5Ml5BMl5BanBnXkFtZTcwNDAwMTQ2NA@@._V1_UX67_CR0,0,67,98_AL_.jpg",0313443,https://www.imdb.com/title/tt0313443/,105 min,UA,"94,421",7.0
City of Ember,(2008),"Adventure,Drama,Family",Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.,"https://m.media-amazon.com/images/M/MV5BMjU5MzI1NTk1MV5BMl5BanBnXkFtZTcwMzk5NzY5Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1298649,https://www.imdb.com/title/tt1298649/,102 min,UA,"92,651",6.0
Due Date,(2010),"Comedy,Drama","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.","https://m.media-amazon.com/images/M/MV5BYWExMWM5ZjYtMWZmZC00YjFjLTkzMjEtNzEyNDBmMGJhYWJiXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX67_CR0,0,67,98_AL_.jpg",0120780,https://www.imdb.com/title/tt0120780/,123 min,13,"8,896",6.6
Out of Time,(I) (2003),"Crime,Drama,Mystery","A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that the long-dormant volcano, Dante's Peak, may wake up at any moment.","https://m.media-amazon.com/images/M/MV5BMTA1MWM3Y2MtM2YyMS00ZGI1LTgwMGQtMzczYjA5ZThmZTQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0118928,https://www.imdb.com/title/tt0118928/,108 min,R,"214,113",6.6
The Watch,(I) (2012),"Comedy,Sci-Fi","Young Nancy Drew makes plans to leave her hometown for college after high school graduation, but finds herself drawn into a supernatural murder mystery.","https://m.media-amazon.com/images/M/MV5BN2Y1ZTdhYjAtZTU5ZS00MGNlLWI2MjAtNzMyNjVlOWEzN2ExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",10313176,https://www.imdb.com/title/tt10313176/,44 min,UA,"257,182",5.8
Miss Congeniality 2: Armed & Fabulous,(2005),"Action,Comedy,Crime","Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.","https://m.media-amazon.com/images/M/MV5BMTc1MTk0Njg4OF5BMl5BanBnXkFtZTcwODc0ODkyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1636826,https://www.imdb.com/title/tt1636826/,88 min,UA 7+,"1,151",7.3
Dante's Peak,(1997),"Action,Adventure,Thriller",Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,"https://m.media-amazon.com/images/M/MV5BMjI2OTgyNTc0Ml5BMl5BanBnXkFtZTgwNDM1NTQxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",1959490,https://www.imdb.com/title/tt1959490/,138 min,18,"31,510",7.1
Nancy Drew,(2019– ),"Horror,Mystery",Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,"https://m.media-amazon.com/images/M/MV5BYzUwZjdjMjQtMjg0OC00MTVjLThkY2MtYzhiY2Q1ZDI5NzBlXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_UY98_CR1,0,67,98_AL_.jpg",13961348,https://www.imdb.com/title/tt13961348/,22 min,16,"25,126",7.4
