Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating
The Haunted Mansion,(2003),"Comedy,Family,Fantasy","A middle-aged Mary Ann returns to San Francisco and reunites with the eccentric friends she left behind. ""Tales of the City"" focuses primarily on the people who live in a boardinghouse turned apartment complex owned by Anna Madrigal at 28 Barbary Lane, all of whom quickly become part of what Maupin coined a ""logical family"". It's no longer a secret that Mrs. Madrigal is transgender. Instead, she ...                See full summary »
","https://m.media-amazon.com/images/M/MV5BNjVhMjBhMDYtYTVlZi00MWM3LTg1MDktYjc1NmZhOTNkOTA5XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",7087260,https://www.imdb.com/title/tt7087260/,60 min,NA,"344,357",7.1
Tales of the City,(2019),Drama,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.","https://m.media-amazon.com/images/M/MV5BNzQxMDQ1NjA4N15BMl5BanBnXkFtZTcwNTE5MjQ3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",1758830,https://www.imdb.com/title/tt1758830/,134 min,NA,"13,834",8.9
This Is 40,(2012),"Comedy,Drama,Romance",A bipolar CIA operative becomes convinced a prisoner of war has been turned by al-Qaeda and is planning to carry out a terrorist attack on American soil.,"https://m.media-amazon.com/images/M/MV5BM2Q1YzUxYTYtOTkwZC00Mjk3LTllZWQtNThjYjllZjE2OTQwXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UX67_CR0,0,67,98_AL_.jpg",1796960,https://www.imdb.com/title/tt1796960/,55 min,A,"1,929",9.0
Homeland,(2011–2020),"Crime,Drama,Mystery","Based on Anne Rice's iconic novel, follow Louis de Pointe's epic story of love, blood and the perils of immortality, as told to the journalist Daniel Molloy.","https://m.media-amazon.com/images/M/MV5BMmJiMTA0ZDctMTQ1OS00Y2FhLWI4MjUtZWRkMmU5ZjA2MTM3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",14921986,https://www.imdb.com/title/tt14921986/,-,NA,"1,360,343",7.1
Interview with the Vampire,(2022– ),"Drama,Fantasy,Horror","Twenty-two strangers compete in a series of missions for a chance to win £120k. However, amongst the players lie the 'Traitors', who meet in secret and decide who to eliminate from their fellow players known as 'Faithfuls'.","https://m.media-amazon.com/images/M/MV5BMzI5YzgxYjYtN2ZhYy00MDlkLThhZjctYjM1ZjM5ZGI2NGI4XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg",23743442,https://www.imdb.com/title/tt23743442/,59 min,NA,"15,131",7.6
The Traitors,(II) (2022– ),"Game-Show,Reality-TV","In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.","https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",0108052,https://www.imdb.com/title/tt0108052/,195 min,PG-13,"27,537",7.2
Schindler's List,(1993),"Biography,Drama,History","A comedy set in the offices of Heaven Inc. When God plans to destroy the Earth, two low-level angels must convince their boss to save humanity. They bet him they can pull off their most impossible miracle yet: help two humans fall in love.","https://m.media-amazon.com/images/M/MV5BZTRlM2M3NGQtYmJjMi00ZTQ4LWJmNGUtY2E2YTVmMjcxODEwXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UX67_CR0,0,67,98_AL_.jpg",7529770,https://www.imdb.com/title/tt7529770/,22 min,15+,"6,305",7.0
Miracle Workers,(2019– ),"Comedy,Drama,Fantasy","A post apocalyptic saga spanning multiple timelines, telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.","https://m.media-amazon.com/images/M/MV5BZDBmZWUwZTctMTI5My00ZjFiLTgyOWEtMzJiOTZhNmRhYTZhXkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_UX67_CR0,0,67,98_AL_.jpg",10574236,https://www.imdb.com/title/tt10574236/,507 min,All,"124,427",5.1
Station Eleven,(2021–2022),"Adventure,Drama,Fantasy","In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.","https://m.media-amazon.com/images/M/MV5BOTU5NzgxODMtMjg2Mi00YTAxLTg4MTMtNDJmNWU5MTU5ODJjXkEyXkFqcGdeQXVyMTMzNDE5NDM2._V1_UX67_CR0,0,67,98_AL_.jpg",4960748,https://www.imdb.com/title/tt4960748/,130 min,R,"34,659",6.7
Till,(2022),"Biography,Drama,History","Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","https://m.media-amazon.com/images/M/MV5BNjg1NTc2MDktZTU5Ni00OTZiLWIyNjQtN2FhNGY4MzAxNmZkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",5171438,https://www.imdb.com/title/tt5171438/,60 min,NA,"13,856",6.6
Star Trek: Discovery,(2017– ),"Action,Adventure,Drama","At a music camp for gifted teens, a popular teen idol overhears a girl singing and sets out to find who the talented voice belongs to. What he doesn't know is that the girl is actually a camp kitchen worker with a fear of being heard.","https://m.media-amazon.com/images/M/MV5BYTZlMWU1ZTEtYjhkYy00YzdmLTg4MjctZjY5ZmRkZDliM2Q4XkEyXkFqcGdeQXVyMTIwMjY0NjQz._V1_UX67_CR0,0,67,98_AL_.jpg",1055366,https://www.imdb.com/title/tt1055366/,94 min,U,"2,465",6.4
Drishyam 2,(2008 TV Movie),"Comedy,Drama,Family","A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.","https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UX67_CR0,0,67,98_AL_.jpg",0113537,https://www.imdb.com/title/tt0113537/,96 min,NA,"21,138",7.5
Camp Rock,(1995),"Comedy,Drama,Romance","The Scooby gang continues to solve mysteries during what could be their last summer together, but monsters and ghouls get in the way of completing their adventures.","https://m.media-amazon.com/images/M/MV5BYjE5YWM1N2YtZWE5Mi00ZTU2LTg1NjktMWQ5ZGUyYTU3NmRlXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_UY98_CR0,0,67,98_AL_.jpg",4215734,https://www.imdb.com/title/tt4215734/,23 min,R,"8,383",7.1
Kicking and Screaming,(2015–2018),"Animation,Adventure,Comedy","A couple work hard to renovate their dream house and become landlords to pay for it. Unfortunately, one of their tenants has plans of his own.","https://m.media-amazon.com/images/M/MV5BMzJhZmNhNmQtODEwZS00N2NlLWE1YjAtYmIxZjkwMzNjNTA5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0100318,https://www.imdb.com/title/tt0100318/,102 min,15+,"34,740",7.5
"Be Cool, Scooby-Doo!",(1990),Thriller,Bill and Judy are not your average parents; the kids are the responsible ones.,"https://m.media-amazon.com/images/M/MV5BMjdlN2JmMTEtOTRhOS00MzBiLWI5ZjktZTk2OThjOWY3MzVmXkEyXkFqcGdeQXVyMTI2OTM0NzQ@._V1_UY98_CR3,0,67,98_AL_.jpg",0320970,https://www.imdb.com/title/tt0320970/,30 min,NA,"6,297",8.3
Pacific Heights,(2002–2006),"Comedy,Romance",A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,"https://m.media-amazon.com/images/M/MV5BMTgyODExMDc0M15BMl5BanBnXkFtZTgwMjY2ODg4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg",2891174,https://www.imdb.com/title/tt2891174/,112 min,R,"26,623",8.7
Still Standing,(2014),"Crime,Drama",A comedic look at the trials and tribulations of parenthood.,"https://m.media-amazon.com/images/M/MV5BOTViNmFmOTctODFlYy00MjVhLWFhZmMtMTc3YmZiZWMwODBmXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY98_CR5,0,67,98_AL_.jpg",8129450,https://www.imdb.com/title/tt8129450/,30 min,PG-13,"9,277",6.1
99 Homes,(2020– ),"Comedy,Drama",Daniel Holden must put his life back together after serving 19 years on Georgia's Death Row before DNA evidence calls his conviction into question.,"https://m.media-amazon.com/images/M/MV5BOTA3NTE3MjQxNl5BMl5BanBnXkFtZTgwMzk3Mjc3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",2183404,https://www.imdb.com/title/tt2183404/,60 min,NA,"13,489",6.1
Breeders,(2013–2016),Drama,An anxious New Yorker who attempts to give everyday advice while dealing with his own personal issues.,"https://m.media-amazon.com/images/M/MV5BN2I1ZmVlZmItYmQ4My00ZWQxLTljYjgtMWU3MjRiNjFkZWZiXkEyXkFqcGdeQXVyNjYyMjE4NDY@._V1_UY98_CR5,0,67,98_AL_.jpg",10801534,https://www.imdb.com/title/tt10801534/,30 min,R,"16,482",7.2
Rectify,(2020– ),"Documentary,Comedy","In 1987, U.S. Senator Gary Hart's presidential campaign is derailed when he's caught in a scandalous love affair.","https://m.media-amazon.com/images/M/MV5BMTcyNTAxOTg4NV5BMl5BanBnXkFtZTgwMTMwNjQ2NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",7074886,https://www.imdb.com/title/tt7074886/,113 min,UA,"3,508",5.9
How to with John Wilson,(2015),"Drama,Fantasy,Mystery",A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,"https://m.media-amazon.com/images/M/MV5BNDMyMTY0ODg2MV5BMl5BanBnXkFtZTgwNzI3OTY2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",3450900,https://www.imdb.com/title/tt3450900/,110 min,U,"15,732",6.3
The Sea of Trees,(2021– ),"Action,Comedy",TV series based on the 'Saturday Night Live' sketch spoofing the hit 1980s action series 'MacGyver'.,"https://m.media-amazon.com/images/M/MV5BOTBjZTBlY2EtNjIwZC00ZWU1LWI2ODUtYzFmOTJhNDUyOWI1XkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_UX67_CR0,0,67,98_AL_.jpg",11621710,https://www.imdb.com/title/tt11621710/,30 min,R,"26,120",7.5
MacGruber,(2010),"Horror,Sci-Fi,Thriller","Despite being under heavy sedation, a young woman tries to make her way out of the Arboria Institute, a secluded, quasifuturistic commune.","https://m.media-amazon.com/images/M/MV5BMTc1MjQyODcxM15BMl5BanBnXkFtZTcwNDU1MjE0Nw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1534085,https://www.imdb.com/title/tt1534085/,110 min,NA,"70,637",7.6
Beyond the Black Rainbow,(1993),"Drama,Horror,Mystery",The boyfriend of an abducted woman never gives up the search as the abductor looks on.,"https://m.media-amazon.com/images/M/MV5BNmUwMmU2YzgtYTU3OC00YzlmLWJlYTgtM2NmMzYzNGU2ODZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0108473,https://www.imdb.com/title/tt0108473/,109 min,NA,"71,218",8.1
The Vanishing,(1994),"Biography,Drama,History","A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.","https://m.media-amazon.com/images/M/MV5BNTYxNjdjMzUtYzAyNC00NWJhLWFlM2EtNWM4NDBhZmQ1YjJiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",0110932,https://www.imdb.com/title/tt0110932/,133 min,U,"15,833",6.6
Quiz Show,(2003),"Comedy,Drama","When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.","https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0340377,https://www.imdb.com/title/tt0340377/,89 min,U,"10,742",6.2
The Station Agent,(2015–2016),"Adventure,Comedy,Fantasy",A musical comedy adventure featuring a knight on a quest for love who helps a childish king to see the error of his ways.,"https://m.media-amazon.com/images/M/MV5BMjEwNDcyMDk4OF5BMl5BanBnXkFtZTgwNDkyMjM5MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",3305096,https://www.imdb.com/title/tt3305096/,22 min,PG-13,"84,051",6.1
Galavant,(2017),"Drama,History","Foreign mercenary Guido Fawkes, and a group of English Catholic traitors plan to blow up the Palace Of Westminster and kill King James I in the early 17th century.","https://m.media-amazon.com/images/M/MV5BMTc4MTI0MDI5OV5BMl5BanBnXkFtZTgwNzczMDYzNDM@._V1_UX67_CR0,0,67,98_AL_.jpg",6128262,https://www.imdb.com/title/tt6128262/,59 min,U,"33,898",5.1
Gunpowder,(1993),"Comedy,Music",The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,"https://m.media-amazon.com/images/M/MV5BZTdhODcyMGMtMzg3NC00MTViLWJiZjktZWIyY2NhNWZhYzUxXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",0108525,https://www.imdb.com/title/tt0108525/,95 min,U,"9,449",7.7
Wayne's World 2,(2010),"Comedy,Family,Fantasy","Nanny McPhee arrives to help a harried young mother who is trying to run the family farm while her husband is away at war, though she uses her magic to teach the woman's children and their two spoiled cousins five new lessons.","https://m.media-amazon.com/images/M/MV5BMTI5NDUxNDU4OF5BMl5BanBnXkFtZTcwNDk1NjM1Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1415283,https://www.imdb.com/title/tt1415283/,109 min,A,"76,368",7.1
Nanny McPhee and the Big Bang,(I) (2020),"Biography,Drama","A freewheeling take on visionary inventor Nikola Tesla, his interactions with Thomas Edison and J.P. Morgan's daughter Anne, and his breakthroughs in transmitting electrical power and light.","https://m.media-amazon.com/images/M/MV5BYzg0MjQ0ODUtYTgyNC00Y2Y5LWE5NDctODY3ZTFkYmZkNGFiXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_UX67_CR0,0,67,98_AL_.jpg",5259822,https://www.imdb.com/title/tt5259822/,102 min,PG-13,"284,132",5.8
Tesla,(2022),Drama,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,"https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",0101921,https://www.imdb.com/title/tt0101921/,130 min,13,"77,296",6.0
Good Sam,(1991),"Adventure,Comedy,Family","Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.","https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",0319343,https://www.imdb.com/title/tt0319343/,97 min,R,"176,749",7.0
Fried Green Tomatoes,(2003),"Action,Drama,Mystery","Obsessed with vengeance, a man sets out to find out why he was kidnapped and locked into solitary confinement for twenty years without reason.","https://m.media-amazon.com/images/M/MV5BMTk5NTEwMzI5OV5BMl5BanBnXkFtZTgwMDQ4ODUwMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",1321511,https://www.imdb.com/title/tt1321511/,104 min,R,"110,551",7.2
Elf,(2013),"Action,Adventure,Drama","Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","https://m.media-amazon.com/images/M/MV5BYTI5NmI0N2UtOWQyOC00MDg2LWI5YWUtNWEwZTgyM2VlYThmXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_UX67_CR0,0,67,98_AL_.jpg",4776998,https://www.imdb.com/title/tt4776998/,133 min,R,"107,304",7.5
Oldboy,(II) (2016),"Comedy,Drama,Romance",A teenage girl's secret love letters are exposed and wreak havoc on her love life.,"https://m.media-amazon.com/images/M/MV5BMjQ3NjM5MTAzN15BMl5BanBnXkFtZTgwODQzMDAwNjM@._V1_UX67_CR0,0,67,98_AL_.jpg",3846674,https://www.imdb.com/title/tt3846674/,99 min,18,"183,113",7.0
The Promise,(2018),"Crime,Drama,Mystery",A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,"https://m.media-amazon.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",0393109,https://www.imdb.com/title/tt0393109/,110 min,A,"31,107",8.2
To All the Boys I've Loved Before,(2005),"Crime,Drama,Fantasy",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,"https://m.media-amazon.com/images/M/MV5BZjhkNzVkYjAtMGMzMi00Y2JjLWFkMzgtNjQ3Mzk2YThhZWExXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",5501104,https://www.imdb.com/title/tt5501104/,110 min,NA,"15,597",6.8
Brick,(2018),"Comedy,Drama,Thriller","Follows the complicated life of intelligence officer John Tavner, whose latest assignment--to prevent Iran from going nuclear--requires him to forgo all safety nets and assume a perilous, non-official cover.","https://m.media-amazon.com/images/M/MV5BMzk0ODZiMTctOGYwZS00ZDU4LWI2ZDgtZjViZWRlNGQ1NDFiXkEyXkFqcGdeQXVyNjkwNzEwMzU@._V1_UX67_CR0,0,67,98_AL_.jpg",4687882,https://www.imdb.com/title/tt4687882/,58 min,Not Rated,"24,560",7.2
Gräns,(II) (2015–2018),"Drama,Romance","In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.","https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_UX67_CR0,0,67,98_AL_.jpg",4291600,https://www.imdb.com/title/tt4291600/,89 min,A,"1,224",7.2
Patriot,(2016),Drama,"Stephen Richards has built a cosmetics empire, but when he suffers a stroke, his family's secrets and lies rise to the surface and the future of his multi-million-pound company is at stake.","https://m.media-amazon.com/images/M/MV5BYjM2YWVkOWQtNGE4YS00ZDUxLTgyY2UtNTkxMTBkZGZkNGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",13427680,https://www.imdb.com/title/tt13427680/,46 min,R,"98,711",6.5
Lady Macbeth,(2022– ),"Drama,Horror,Mystery","Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.","https://m.media-amazon.com/images/M/MV5BMzc5ODcyNTYtMDAwNy00MDhjLWFmOWUtNGVhMDRlYjE1YzNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0105665,https://www.imdb.com/title/tt0105665/,134 min,PG-13,"2,022",5.3
Riches,(1992),"Action,Adventure,Sci-Fi","Hoping to alter the events of the past, a 19th century inventor instead travels 80,000 years into the future, where he finds humankind divided into two warring races.","https://m.media-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",0268695,https://www.imdb.com/title/tt0268695/,96 min,A,"50,714",5.3
Twin Peaks: Fire Walk with Me,(2002),"Mystery,Thriller",A reclusive and controversial author is drawn out of hiding when he begins to receive endless letters from an obsessive fan. What ensues is a dangerous labyrinth as he searches for the person behind the cryptic messages.,"https://m.media-amazon.com/images/M/MV5BMTU2Mzc2MzMtZjgwZC00MjI2LTg3YTktZDAzZTAyZmFkYTE0XkEyXkFqcGdeQXVyMjM2OTA1OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",15275256,https://www.imdb.com/title/tt15275256/,111 min,R,"11,137",5.2
The Time Machine,(2022),"Comedy,Romance","A woman conceives twins through artificial insemination, then meets the man of her dreams on the very same day.","https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",1212436,https://www.imdb.com/title/tt1212436/,104 min,PG-13,"13,648",5.6
The Infernal Machine,(2010),"Drama,Romance","Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners.","https://m.media-amazon.com/images/M/MV5BMGViMmNjMGEtMjUwMC00ZjNkLWE4YTItN2RmOWQyNTQ1OWU2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",0194314,https://www.imdb.com/title/tt0194314/,84 min,R,"101,589",6.7
The Back-up Plan,(1999),"Biography,Drama,Thriller",A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' scam that turns deadly.,"https://m.media-amazon.com/images/M/MV5BZDAxZTE2MzgtZjNjYi00YjE4LWIzNzYtNTQyZWRhMWVhMTc2XkEyXkFqcGdeQXVyNTUzOTUwMTk@._V1_UX67_CR0,0,67,98_AL_.jpg",5179598,https://www.imdb.com/title/tt5179598/,108 min,R,"110,715",6.6
Romance,(2018),"Drama,Romance","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time, and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.","https://m.media-amazon.com/images/M/MV5BMTQ5ODE4MTY2NV5BMl5BanBnXkFtZTgwMzM2NzEzMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",4682786,https://www.imdb.com/title/tt4682786/,97 min,U,"3,542",6.2
